Fiscal-year_Exercice-financier,AO_ID,DFRP-property-No_No-bien-immobilier-RBIF,DFRP-structure-No_No-structure-RBIF,Property-name_Nom-du-bien-ENG,Property-name_Nom-du-bien-FRA,Structure-name_Nom-du-structure-ENG,Structure-name_Nom-du-structure-FRA,Structure-address_Adresse-du-structure-ENG,Structure-address_Adresse-du-structure-FRA,City-Ville,Province-Code_Code-de-province,Province-territory_Province-territoire-ENG,Province-territory_Province-territoire-FRA,Postal-code_Code-postal,Structure-condition_condition-de-la-structure-ENG,Structure-condition_condition-de-la-structure-FRA,Property-condition_condition-du-bien-ENG,Property-condition_condition-du-bien-FRA,Heritage-designation-type_Type-de-désignation,Heritage-designation_Désignation-ENG,Heritage-designation_Désignation-FRA,Interest-Type_Type-de-propriété-ENG,Interest-Type_Type-de-propriété-FRA
2021-2022,P400043-101-40000360,08803,103804,"Booth Street Site","Site rue Booth","Booth Administration Building","Édifice de l'Administration de la rue Booth","588 Booth Street","588, rue Booth",Ottawa,ON,Ontario,Ontario,"K1R 7L2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400043-101-40000360,08803,103804,"Booth Street Site","Site rue Booth","Booth Administration Building","Édifice de l'Administration de la rue Booth","588 Booth Street","588, rue Booth",Ottawa,ON,Ontario,Ontario,"K1R 7L2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P400043-101-40000360,08803,103804,"Booth Street Site","Site rue Booth","Booth Administration Building","Édifice de l'Administration de la rue Booth","588 Booth Street","588, rue Booth",Ottawa,ON,Ontario,Ontario,"K1R 7L2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P400043-102-40000361,08803,008803,"Booth Street Site","Site rue Booth","Sir William Logan Building","Édifice Sir William Logan","580 Booth Street","580, rue Booth",Ottawa,ON,Ontario,Ontario,"K1A 0G1",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400043-102-40000361,08803,008803,"Booth Street Site","Site rue Booth","Sir William Logan Building","Édifice Sir William Logan","580 Booth Street","580, rue Booth",Ottawa,ON,Ontario,Ontario,"K1A 0G1",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400043-102-40000361,08803,008803,"Booth Street Site","Site rue Booth","Sir William Logan Building","Édifice Sir William Logan","580 Booth Street","580, rue Booth",Ottawa,ON,Ontario,Ontario,"K1A 0G1",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400043-102-40000361,08803,008803,"Booth Street Site","Site rue Booth","Sir William Logan Building","Édifice Sir William Logan","580 Booth Street","580, rue Booth",Ottawa,ON,Ontario,Ontario,"K1A 0G1",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400043-102-40000361,08803,008803,"Booth Street Site","Site rue Booth","Sir William Logan Building","Édifice Sir William Logan","580 Booth Street","580, rue Booth",Ottawa,ON,Ontario,Ontario,"K1A 0G1",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400048-101-80000385,08625,008652,"Ottawa Research and Development Centre","Centre de recherche et de développement d'Ottawa","Small Deterioration Annex Building (Sir John Carling)","Small Deterioration Annex Building (Sir John Carling)","930 Carling Avenue","930, avenue Carling",Ottawa,ON,Ontario,Ontario,"K1A 0C7",Critical,Critique,Critical,Critique,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2021-2022,P400048-101-80000385,08625,008652,"Ottawa Research and Development Centre","Centre de recherche et de développement d'Ottawa","Small Deterioration Annex Building (Sir John Carling)","Small Deterioration Annex Building (Sir John Carling)","930 Carling Avenue","930, avenue Carling",Ottawa,ON,Ontario,Ontario,"K1A 0C7",Unknown,Inconnue,Unknown,Inconnue,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P400051-101-40000409,08625,017422,"Ottawa Research and Development Centre","Centre de recherche et de développement d'Ottawa","PBX Telephone Sub-station 61","Sous-Station téléphonique PBX No. 61","Carling Avenue - Building 61- Central Experimental Farm","Avenue Carling - Immeuble 61 - Ferme expérimentale centrale",Ottawa,ON,Ontario,Ontario,"K1A 0C6",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400051-101-40000409,08625,017422,"Ottawa Research and Development Centre","Centre de recherche et de développement d'Ottawa","PBX Telephone Sub-station 61","Sous-Station téléphonique PBX No. 61","Carling Avenue - Building 61- Central Experimental Farm","Avenue Carling - Immeuble 61 - Ferme expérimentale centrale",Ottawa,ON,Ontario,Ontario,"K1A 0C6",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400051-101-40000409,08625,017422,"Ottawa Research and Development Centre","Centre de recherche et de développement d'Ottawa","PBX Telephone Sub-station 61","Sous-Station téléphonique PBX No. 61","Carling Avenue - Building 61- Central Experimental Farm","Avenue Carling - Immeuble 61 - Ferme expérimentale centrale",Ottawa,ON,Ontario,Ontario,"K1A 0C6",Unknown,Inconnue,Unknown,Inconnue,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400051-101-40000409,27291,017422,"GC Site - Ottawa","Site GC - Ottawa","GC Building - PBX Sub-Station 61","Édifice GC - Sous-station téléphonique PBX No. 61","Building 61, Central Experimental Farm, Carling Avenue","Avenue Carling - Immeuble 61 - Ferme expérimentale centrale",Ottawa,ON,Ontario,Ontario,"K1A 0C6",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400051-101-40000409,27291,017422,"GC Site - Ottawa","Site GC - Ottawa","GC Building - PBX Sub-Station 61","Édifice GC - Sous-station téléphonique PBX No. 61","Building 61, Central Experimental Farm, Carling Avenue","Avenue Carling - Immeuble 61 - Ferme expérimentale centrale",Ottawa,ON,Ontario,Ontario,"K1A 0C6",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P400206-101-40000523,32595,032595,"Uniform # 2 Site","Site Uniform # 2","Uniform #2 Building","Immeuble Uniform #2","79 Bentley Avenue","79, avenue Bentley",Ottawa,ON,Ontario,Ontario,"K2E 6T7",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400206-101-40000523,32595,032595,"Uniform # 2 Site","Site Uniform # 2","Uniform #2 Building","Immeuble Uniform #2","79 Bentley Avenue","79, avenue Bentley",Ottawa,ON,Ontario,Ontario,"K2E 6T7",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400206-101-40000523,32595,032595,"Uniform # 2 Site","Site Uniform # 2","Uniform #2 Building","Immeuble Uniform #2","79 Bentley Avenue","79, avenue Bentley",Ottawa,ON,Ontario,Ontario,"K2E 6T7",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400206-101-40000523,32595,032595,"Uniform # 2 Site","Site Uniform # 2","Uniform #2 Building","Immeuble Uniform #2","79 Bentley Avenue","79, avenue Bentley",Ottawa,ON,Ontario,Ontario,"K2E 6T7",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400206-101-40000523,32595,032595,"Uniform # 2 Site","Site Uniform # 2","Uniform #2 Building","Immeuble Uniform #2","79 Bentley Avenue","79, avenue Bentley",Ottawa,ON,Ontario,Ontario,"K2E 6T7",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400206-101-80001887,32595,032595,"Uniform # 2 Site","Site Uniform # 2","Uniform #2 Building","Immeuble Uniform #2","79 Bentley Avenue","79, avenue Bentley",Ottawa,ON,Ontario,Ontario,"K2E 6T7",Unknown,Inconnue,Unknown,Inconnue,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2022-2023,P400206-101-80001887,32595,032595,"Uniform # 2 Site","Site Uniform # 2","Uniform #2 Building","Immeuble Uniform #2","79 Bentley Avenue","79, avenue Bentley",Ottawa,ON,Ontario,Ontario,"K2E 6T7",Critical,Critique,Critical,Critique,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2023-2024,P400206-101-80001887,32595,032595,"Uniform # 2 Site","Site Uniform # 2","Uniform #2 Building","Immeuble Uniform #2","79 Bentley Avenue","79, avenue Bentley",Ottawa,ON,Ontario,Ontario,"K2E 6T7",Critical,Critique,Critical,Critique,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2021-2022,P400207-005-40000677,08752,,"Tunney's Pasture Site","Site Pré-Tunney","Tunney's Pasture Grounds General - Land","Tunney's Pasture Grounds General - Land","Ground Tunney's Pasture","Ground Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Unknown,Inconnue,Unknown,Inconnue,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P400207-101-40000526,08752,103780,"Tunney's Pasture Site","Site Pré-Tunney","Butler Hut Building #11","Édifice Butler Hut #11","150 Chardon Driveway","150, promenade Chardon",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400207-101-40000526,08752,103780,"Tunney's Pasture Site","Site Pré-Tunney","Butler Hut Building #11","Édifice Butler Hut #11","150 Chardon Driveway","150, promenade Chardon",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400207-101-40000526,08752,103780,"Tunney's Pasture Site","Site Pré-Tunney","Butler Hut Building #11","Édifice Butler Hut #11","150 Chardon Driveway","150, promenade Chardon",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400207-101-40000526,08752,103780,"Tunney's Pasture Site","Site Pré-Tunney","Butler Hut Building #11","Édifice Butler Hut #11","150 Chardon Driveway","150, promenade Chardon",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400207-101-40000526,08752,103780,"Tunney's Pasture Site","Site Pré-Tunney","Butler Hut Building #11","Édifice Butler Hut #11","150 Chardon Driveway","150, promenade Chardon",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P400207-102-40000527,08752,103781,"Tunney's Pasture Site","Site Pré-Tunney","DND Data Centre Building #16","Édifice Centre des données du MDN #16","101 Goldenrod Driveway","101, promenade Goldenrod",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400207-102-40000527,08752,103781,"Tunney's Pasture Site","Site Pré-Tunney","DND Data Centre Building #16","Édifice Centre des données du MDN #16","101 Goldenrod Driveway","101, promenade Goldenrod",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400207-102-40000527,08752,103781,"Tunney's Pasture Site","Site Pré-Tunney","DND Data Centre Building #16","Édifice Centre des données du MDN #16","101 Goldenrod Driveway","101, promenade Goldenrod",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400207-102-40000527,08752,103781,"Tunney's Pasture Site","Site Pré-Tunney","DND Data Centre Building #16","Édifice Centre des données du MDN #16","101 Goldenrod Driveway","101, promenade Goldenrod",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400207-102-40000527,08752,103781,"Tunney's Pasture Site","Site Pré-Tunney","DND Data Centre Building #16","Édifice Centre des données du MDN #16","101 Goldenrod Driveway","101, promenade Goldenrod",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P400207-103-40000528,08752,103782,"Tunney's Pasture Site","Site Pré-Tunney","Brooke Claxton Building #9","Édifice Brooke Claxton #9","70 Colombine Driveway","70, promenade Colombine",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2020-2021,P400207-103-40000528,08752,103782,"Tunney's Pasture Site","Site Pré-Tunney","Brooke Claxton Building #9","Édifice Brooke Claxton #9","70 Colombine Driveway","70, promenade Colombine",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Fair,Passable,Fair,Passable,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2021-2022,P400207-103-40000528,08752,103782,"Tunney's Pasture Site","Site Pré-Tunney","Brooke Claxton Building #9","Édifice Brooke Claxton #9","70 Colombine Driveway","70, promenade Colombine",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2022-2023,P400207-103-40000528,08752,103782,"Tunney's Pasture Site","Site Pré-Tunney","Brooke Claxton Building #9","Édifice Brooke Claxton #9","70 Colombine Driveway","70, promenade Colombine",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2023-2024,P400207-103-40000528,08752,103782,"Tunney's Pasture Site","Site Pré-Tunney","Brooke Claxton Building #9","Édifice Brooke Claxton #9","70 Colombine Driveway","70, promenade Colombine",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2019-2020,P400207-104-40000530,08752,103784,"Tunney's Pasture Site","Site Pré-Tunney","Statistics Canada Building #3","Édifice Statistique Canada #3","150 Tunney's Pasture Driveway","150, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0T6",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P400207-104-40000530,08752,103784,"Tunney's Pasture Site","Site Pré-Tunney","Statistics Canada Building #3","Édifice Statistique Canada #3","150 Tunney's Pasture Driveway","150, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0T6",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P400207-104-40000530,08752,103784,"Tunney's Pasture Site","Site Pré-Tunney","Statistics Canada Building #3","Édifice Statistique Canada #3","150 Tunney's Pasture Driveway","150, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0T6",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400207-104-40000530,08752,103784,"Tunney's Pasture Site","Site Pré-Tunney","Statistics Canada Building #3","Édifice Statistique Canada #3","150 Tunney's Pasture Driveway","150, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0T6",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P400207-104-40000530,08752,103784,"Tunney's Pasture Site","Site Pré-Tunney","Statistics Canada Building #3","Édifice Statistique Canada #3","150 Tunney's Pasture Driveway","150, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0T6",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P400207-105-40000534,08752,103788,"Tunney's Pasture Site","Site Pré-Tunney","R.H. Coats Building #1","Édifice R.H. Coats #1","100 Tunney's Pasture Driveway","100, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P400207-105-40000534,08752,103788,"Tunney's Pasture Site","Site Pré-Tunney","R.H. Coats Building #1","Édifice R.H. Coats #1","100 Tunney's Pasture Driveway","100, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Unknown,Inconnue,Unknown,Inconnue,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P400207-105-40000534,08752,103788,"Tunney's Pasture Site","Site Pré-Tunney","R.H. Coats Building #1","Édifice R.H. Coats #1","100 Tunney's Pasture Driveway","100, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400207-105-40000534,08752,103788,"Tunney's Pasture Site","Site Pré-Tunney","R.H. Coats Building #1","Édifice R.H. Coats #1","100 Tunney's Pasture Driveway","100, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P400207-105-40000534,08752,103788,"Tunney's Pasture Site","Site Pré-Tunney","R.H. Coats Building #1","Édifice R.H. Coats #1","100 Tunney's Pasture Driveway","100, promenade Tunney's Pasture",Ottawa,ON,Ontario,Ontario,"K1A 0K9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
